Region,State or Province,City,Postal Code,Location_id
South,Florida,Melbourne,32935,FM32935
South,Florida,Merritt Island,32953,FM32953
South,Florida,Miami,33132,FM33132
South,Florida,Miami,33142,FM33142
South,Florida,Miami,33178,FM33178
South,Florida,Miami,33180,FM33180
South,Florida,Miami,33181,FM33181
South,Florida,Miami,33916,FM33916
South,Florida,Miramar,33023,FM33023
South,Florida,New Smyrna Beach,32168,FN32168
South,Florida,North Miami,33161,FN33161
South,Florida,North Miami Beach,33160,FN33160
South,Florida,North Port,34287,FN34287
South,Florida,Oakland Park,33334,FO33334
South,Florida,Ocoee,34761,FO34761
South,Florida,Orlando,32839,FO32839
South,Florida,Ormond Beach,32174,FO32174
South,Florida,Oviedo,32765,FO32765
South,Florida,Palm Bay,32905,FP32905
South,Florida,Palm Beach Gardens,33403,FP33403
South,Florida,Palm Coast,32137,FP32137
South,Florida,Palm Harbor,34683,FP34683
South,Florida,Panama City,32404,FP32404
South,Florida,Pembroke Pines,33024,FP33024
South,Florida,Pensacola,32503,FP32503
South,Florida,Pine Hills,32808,FP32808
South,Florida,Plant City,33566,FP33566
South,Florida,Plantation,33317,FP33317
South,Florida,Poinciana,34759,FP34759
South,Florida,Pompano Beach,33068,FP33068
South,Florida,Ponte Vedra Beach,32004,FP32004
South,Florida,Port Charlotte,33952,FP33952
South,Florida,Port Orange,32127,FP32127
South,Florida,Port Saint Lucie,34952,FP34952
South,Florida,Riverview,33569,FR33569
South,Florida,Riviera Beach,33404,FR33404
South,Florida,Royal Palm Beach,33411,FR33411
South,Florida,Saint Cloud,34769,FS34769
South,Florida,Saint Petersburg,33710,FS33710
South,Florida,Sanford,32771,FS32771
South,Florida,Sarasota,34239,FS34239
South,Florida,Seminole,33772,FS33772
South,Florida,Spring Hill,34609,FS34609
South,Florida,Sunrise,33322,FS33322
South,Florida,Tallahassee,32303,FT32303
South,Florida,Tamarac,33319,FT33319
South,Florida,Tampa,33614,FT33614
South,Florida,Titusville,32780,FT32780
South,Florida,West Palm Beach,33407,FW33407
South,Florida,Winter Garden,34787,FW34787
South,Florida,Winter Haven,33881,FW33881
South,Florida,Winter Park,32789,FW32789
South,Florida,Winter Springs,32708,FW32708
South,Georgia,Albany,31707,GA31707
South,Georgia,Athens,30605,GA30605
South,Georgia,Atlanta,30305,GA30305
South,Georgia,Atlanta,30318,GA30318
South,Georgia,Augusta,30904,GA30904
South,Georgia,College Park,30337,GC30337
South,Georgia,Columbus,31907,GC31907
South,Georgia,Dalton,30721,GD30721
South,Georgia,Douglasville,30135,GD30135
South,Georgia,Dunwoody,30338,GD30338
South,Georgia,East Point,30344,GE30344
South,Georgia,Evans,30809,GE30809
South,Georgia,Forest Park,30297,GF30297
South,Georgia,Gainesville,30501,GG30501
South,Georgia,Hinesville,31313,GH31313
South,Georgia,Kennesaw,30144,GK30144
South,Georgia,La Grange,30240,GL30240
South,Georgia,Macon,31204,GM31204
South,Georgia,Marietta,30062,GM30062
South,Georgia,Martinez,30907,GM30907
South,Georgia,Newnan,30265,GN30265
South,Georgia,Peachtree City,30269,GP30269
South,Georgia,Rome,30161,GR30161
South,Georgia,Roswell,30076,GR30076
South,Georgia,Sandy Springs,30328,GS30328
South,Georgia,Savannah,31401,GS31401
South,Georgia,Smyrna,30080,GS30080
South,Georgia,Statesboro,30458,GS30458
South,Georgia,Tucker,30084,GT30084
South,Georgia,Warner Robins,31088,GW31088
South,Georgia,Woodstock,30188,GW30188
South,Kentucky,Bowling Green,42104,KB42104
South,Kentucky,Covington,41011,KC41011
South,Kentucky,Danville,40422,KD40422
South,Kentucky,Florence,41042,KF41042
South,Kentucky,Fort Thomas,41075,KF41075
South,Kentucky,Georgetown,40324,KG40324
South,Kentucky,Henderson,42420,KH42420
South,Kentucky,Hopkinsville,42240,KH42240
South,Kentucky,Louisville,40214,KL40214
South,Kentucky,Murray,42071,KM42071
South,Kentucky,Nicholasville,40356,KN40356
South,Kentucky,Owensboro,42301,KO42301
South,Kentucky,Paducah,42003,KP42003
South,Kentucky,Pleasure Ridge Park,40258,KP40258
South,Kentucky,Richmond,40475,KR40475
South,Louisiana,Alexandria,71301,LA71301
South,Louisiana,Baton Rouge,70802,LB70802
South,Louisiana,Bossier City,71111,LB71111
South,Louisiana,Houma,70364,LH70364
South,Louisiana,Kenner,70065,LK70065
South,Louisiana,Lafayette,70506,LL70506
South,Louisiana,Lake Charles,70601,LL70601
South,Louisiana,Marrero,70072,LM70072
South,Louisiana,Metairie,70003,LM70003
South,Louisiana,Monroe,71203,LM71203
South,Louisiana,New Iberia,70560,LN70560
South,Louisiana,New Orleans,70117,LN70117
South,Louisiana,Shreveport,71109,LS71109
South,Louisiana,Slidell,70458,LS70458
South,Louisiana,Terrytown,70056,LT70056
South,Mississippi,Biloxi,39530,MB39530
South,Mississippi,Clinton,39056,MC39056
South,Mississippi,Columbus,39701,MC39701
South,Mississippi,Greenville,38701,MG38701
South,Mississippi,Gulfport,39503,MG39503
South,Mississippi,Hattiesburg,39401,MH39401
South,Mississippi,Horn Lake,38637,MH38637
South,Mississippi,Jackson,39212,MJ39212
South,Mississippi,Long Beach,39560,ML39560
South,Mississippi,Meridian,39301,MM39301
South,Mississippi,Olive Branch,38654,MO38654
South,Mississippi,Pearl,39208,MP39208
South,Mississippi,Southaven,38671,MS38671
South,Mississippi,Tupelo,38801,MT38801
South,Mississippi,Vicksburg,39180,MV39180
South,North Carolina,Albemarle,28001,NA28001
South,North Carolina,Apex,27502,NA27502
South,North Carolina,Asheboro,27203,NA27203
South,North Carolina,Asheville,28806,NA28806
South,North Carolina,Burlington,27217,NB27217
South,North Carolina,Cary,27511,NC27511
South,North Carolina,Chapel Hill,27514,NC27514
South,North Carolina,Charlotte,28204,NC28204
South,North Carolina,Charlotte,28205,NC28205
South,North Carolina,Charlotte,28206,NC28206
South,North Carolina,Concord,28027,NC28027
South,North Carolina,Cornelius,28031,NC28031
South,North Carolina,Durham,27707,ND27707
South,North Carolina,Eden,27288,NE27288
South,North Carolina,Fayetteville,28314,NF28314
South,North Carolina,Fort Bragg,28307,NF28307
South,North Carolina,Garner,27529,NG27529
South,North Carolina,Gastonia,28052,NG28052
South,North Carolina,Goldsboro,27534,NG27534
South,North Carolina,Greensboro,27405,NG27405
South,North Carolina,Greenville,27834,NG27834
South,North Carolina,Hickory,28601,NH28601
South,North Carolina,High Point,27260,NH27260
South,North Carolina,Indian Trail,28079,NI28079
South,North Carolina,Jacksonville,28540,NJ28540
South,North Carolina,Kannapolis,28081,NK28081
South,North Carolina,Laurinburg,28352,NL28352
South,North Carolina,Mint Hill,28227,NM28227
South,North Carolina,Monroe,28110,NM28110
South,North Carolina,Mooresville,28115,NM28115
South,North Carolina,New Bern,28560,NN28560
South,North Carolina,Raleigh,27604,NR27604
South,North Carolina,Rocky Mount,27801,NR27801
South,North Carolina,Salisbury,28144,NS28144
South,North Carolina,Sanford,27237,NS27237
South,North Carolina,Thomasville,27360,NT27360
South,North Carolina,Wake Forest,27587,NW27587
South,North Carolina,Wilmington,28403,NW28403
South,North Carolina,Wilson,27893,NW27893
South,South Carolina,Aiken,29801,SA29801
South,South Carolina,Anderson,29624,SA29624
South,South Carolina,Charleston,29418,SC29418
South,South Carolina,Columbia,29203,SC29203
South,South Carolina,Florence,29501,SF29501
South,South Carolina,Greenville,29611,SG29611
South,South Carolina,Greer,29651,SG29651
South,South Carolina,Hilton Head Island,29915,SH29915
South,South Carolina,Mauldin,29662,SM29662
South,South Carolina,Mount Pleasant,29464,SM29464
South,South Carolina,Myrtle Beach,29577,SM29577
South,South Carolina,North Charleston,29406,SN29406
South,South Carolina,Rock Hill,29730,SR29730
South,South Carolina,Spartanburg,29301,SS29301
South,South Carolina,Summerville,29483,SS29483
South,South Carolina,Taylors,29687,ST29687
South,Tennessee,Bartlett,38134,TB38134
South,Tennessee,Brentwood,37027,TB37027
South,Tennessee,Bristol,37620,TB37620
South,Tennessee,Chattanooga,37421,TC37421
South,Tennessee,Clarksville,37042,TC37042
South,Tennessee,Cleveland,37311,TC37311
South,Tennessee,Collierville,38017,TC38017
South,Tennessee,Columbia,38401,TC38401
South,Tennessee,Farragut,37922,TF37922
South,Tennessee,Franklin,37064,TF37064
South,Tennessee,Gallatin,37066,TG37066
South,Tennessee,Germantown,38138,TG38138
South,Tennessee,Greeneville,37743,TG37743
South,Tennessee,Hendersonville,37075,TH37075
South,Tennessee,Jackson,38301,TJ38301
South,Tennessee,Johnson City,37604,TJ37604
South,Tennessee,Kingsport,37664,TK37664
South,Tennessee,Knoxville,37918,TK37918
South,Tennessee,La Vergne,37086,TL37086
South,Tennessee,Lebanon,37087,TL37087
South,Tennessee,Maryville,37804,TM37804
South,Tennessee,Memphis,38109,TM38109
South,Tennessee,Morristown,37814,TM37814
South,Tennessee,Murfreesboro,37130,TM37130
South,Tennessee,Nashville,37211,TN37211
South,Tennessee,Oak Ridge,37830,TO37830
South,Tennessee,Smyrna,37167,TS37167
South,Tennessee,Spring Hill,37174,TS37174
South,Virginia,Alexandria,22304,VA22304
South,Virginia,Annandale,22003,VA22003
South,Virginia,Arlington,22204,VA22204
South,Virginia,Blacksburg,24060,VB24060
South,Virginia,Burke,22015,VB22015
South,Virginia,Charlottesville,22901,VC22901
South,Virginia,Chesapeake,23320,VC23320
South,Virginia,Colonial Heights,23834,VC23834
South,Virginia,Dale City,22193,VD22193
South,Virginia,Danville,24541,VD24541
South,Virginia,Fairfax,20151,VF20151
South,Virginia,Hampton,23666,VH23666
South,Virginia,Harrisonburg,22801,VH22801
South,Virginia,Herndon,20170,VH20170
South,Virginia,Lynchburg,24501,VL24501
South,Virginia,Mechanicsville,23111,VM23111
South,Virginia,Montclair,22025,VM22025
South,Virginia,Newport News,23602,VN23602
South,Virginia,Norfolk,23518,VN23518
South,Virginia,Oakton,22124,VO22124
South,Virginia,Petersburg,23805,VP23805
South,Virginia,Portsmouth,23701,VP23701
South,Virginia,Reston,20190,VR20190
South,Virginia,Richmond,23223,VR23223
South,Virginia,Roanoke,24017,VR24017
South,Virginia,Rose Hill,24281,VR24281
South,Virginia,Salem,24153,VS24153
South,Virginia,Springfield,22153,VS22153
South,Virginia,Suffolk,23434,VS23434
South,Virginia,Tysons Corner,22102,VT22102
South,Virginia,Virginia Beach,23464,VV23464
South,Virginia,Waynesboro,22980,VW22980
South,Virginia,Winchester,22601,VW22601
West,Arizona,Avondale,85323,AA85323
West,Arizona,Bullhead City,86442,AB86442
West,Arizona,Casas Adobes,85704,AC85704
West,Arizona,Chandler,85224,AC85224
West,Arizona,El Mirage,85335,AE85335
West,Arizona,Flagstaff,86001,AF86001
West,Arizona,Gilbert,85234,AG85234
West,Arizona,Glendale,85301,AG85301
West,Arizona,Goodyear,85338,AG85338
West,Arizona,Kingman,86401,AK86401
West,Arizona,Mesa,85204,AM85204
West,Arizona,Oro Valley,85737,AO85737
West,Arizona,Peoria,85345,AP85345
West,Arizona,Phoenix,85023,AP85023
West,Arizona,Prescott,86301,AP86301
West,Arizona,Prescott Valley,86314,AP86314
West,Arizona,Scottsdale,85254,AS85254
West,Arizona,Sierra Vista,85635,AS85635
West,Arizona,Sun City,85351,AS85351
West,Arizona,Surprise,85374,AS85374
West,Arizona,Tempe,85281,AT85281
West,Arizona,Tucson,85705,AT85705
West,Arizona,Yuma,85364,AY85364
West,California,Anaheim,92804,CA92804
West,California,Antioch,94509,CA94509
West,California,Apple Valley,92307,CA92307
West,California,Atascadero,93422,CA93422
West,California,Bakersfield,93309,CB93309
West,California,Berkeley,94704,CB94704
West,California,Beverly Hills,90210,CB90210
West,California,Brentwood,94513,CB94513
West,California,Burbank,91505,CB91505
West,California,Calexico,92231,CC92231
West,California,Camarillo,93010,CC93010
West,California,Carlsbad,92008,CC92008
West,California,Chico,95928,CC95928
West,California,Chula Vista,91911,CC91911
West,California,Citrus Heights,95610,CC95610
West,California,Claremont,91711,CC91711
West,California,Coachella,92236,CC92236
West,California,Concord,94521,CC94521
West,California,Costa Mesa,92627,CC92627
West,California,Daly City,94015,CD94015
West,California,Danville,94526,CD94526
West,California,Davis,95616,CD95616
West,California,Dublin,94568,CD94568
West,California,East Los Angeles,90022,CE90022
West,California,El Cajon,92020,CE92020
West,California,El Centro,92243,CE92243
West,California,El Dorado Hills,95630,CE95630
West,California,Encinitas,92024,CE92024
West,California,Escondido,92025,CE92025
West,California,Eureka,95501,CE95501
West,California,Fairfield,94533,CF94533
West,California,Foster City,94404,CF94404
West,California,Fresno,93727,CF93727
West,California,Gilroy,95020,CG95020
West,California,Goleta,93117,CG93117
West,California,Granite Bay,95746,CG95746
West,California,Hacienda Heights,91745,CH91745
West,California,Hemet,92544,CH92544
West,California,Hesperia,92345,CH92345
West,California,Huntington Beach,92646,CH92646
West,California,Inglewood,90301,CI90301
West,California,La Mesa,91941,CL91941
West,California,La Quinta,92253,CL92253
West,California,Laguna Hills,92653,CL92653
West,California,Laguna Niguel,92677,CL92677
West,California,Lake Elsinore,92530,CL92530
West,California,Lake Forest,92630,CL92630
West,California,Lakewood,90712,CL90712
West,California,Lancaster,93534,CL93534
West,California,Lawndale,90260,CL90260
West,California,Lemon Grove,91945,CL91945
West,California,Lodi,95240,CL95240
West,California,Long Beach,90805,CL90805
West,California,Los Altos,94024,CL94024
West,California,Los Angeles,90004,CL90004
West,California,Los Angeles,90008,CL90008
West,California,Los Angeles,90032,CL90032
West,California,Los Angeles,90036,CL90036
West,California,Los Angeles,90041,CL90041
West,California,Los Angeles,90045,CL90045
West,California,Los Angeles,90049,CL90049
West,California,Los Angeles,90058,CL90058
West,California,Los Angeles,90061,CL90061
West,California,Los Angeles,90068,CL90068
West,California,Los Banos,93635,CL93635
West,California,Los Gatos,95032,CL95032
West,California,Manhattan Beach,90266,CM90266
West,California,Manteca,95336,CM95336
West,California,Menlo Park,94025,CM94025
West,California,Mission Viejo,92691,CM92691
West,California,Modesto,95351,CM95351
West,California,Montebello,90640,CM90640
West,California,Moreno Valley,92553,CM92553
West,California,Morgan Hill,95037,CM95037
West,California,Mountain View,94043,CM94043
West,California,Murrieta,92563,CM92563
West,California,Napa,94559,CN94559
West,California,Oakland,94601,CO94601
West,California,Oceanside,92054,CO92054
West,California,Ontario,91761,CO91761
West,California,Oxnard,93030,CO93030
West,California,Pacifica,94044,CP94044
West,California,Palm Springs,92262,CP92262
West,California,Palo Alto,94306,CP94306
West,California,Paradise,95969,CP95969
West,California,Pasadena,91104,CP91104
West,California,Petaluma,94952,CP94952
West,California,Pico Rivera,90660,CP90660
West,California,Pomona,91767,CP91767
West,California,Rancho Cucamonga,91730,CR91730
West,California,Redding,96003,CR96003
West,California,Redlands,92374,CR92374
West,California,Redondo Beach,90278,CR90278
West,California,Redwood City,94061,CR94061
West,California,Riverside,92503,CR92503
West,California,Rocklin,95677,CR95677
West,California,Roseville,95661,CR95661
West,California,Sacramento,95823,CS95823
West,California,Salinas,93905,CS93905
West,California,San Bernardino,92404,CS92404
West,California,San Carlos,94070,CS94070
West,California,San Clemente,92672,CS92672
West,California,San Diego,92024,CS92024
West,California,San Diego,92037,CS92037
West,California,San Diego,92105,CS92105
West,California,San Francisco,94109,CS94109
West,California,San Francisco,94110,CS94110
West,California,San Francisco,94122,CS94122
West,California,San Gabriel,91776,CS91776
West,California,San Jose,95123,CS95123
West,California,San Luis Obispo,93405,CS93405
West,California,San Mateo,94403,CS94403
West,California,San Ramon,94583,CS94583
West,California,Santa Ana,92704,CS92704
West,California,Santa Barbara,93101,CS93101
West,California,Santa Clara,95051,CS95051
West,California,Santa Cruz,95062,CS95062
West,California,Santa Maria,93454,CS93454
West,California,Santa Monica,90405,CS90405
West,California,Santa Rosa,95404,CS95404
West,California,Saratoga,95070,CS95070
West,California,South Lake Tahoe,96150,CS96150
West,California,Stockton,95207,CS95207
West,California,Sunnyvale,94086,CS94086
West,California,Temecula,92592,CT92592
West,California,Thousand Oaks,91360,CT91360
West,California,Torrance,90503,CT90503
West,California,Tracy,95376,CT95376
West,California,Twentynine Palms,92277,CT92277
West,California,Vacaville,95687,CV95687
West,California,Vallejo,94591,CV94591
West,California,Visalia,93277,CV93277
West,California,West Hollywood,90069,CW90069
West,California,Westminster,92683,CW92683
West,California,Whittier,90604,CW90604
West,California,Woodland,95695,CW95695
West,California,Yuba City,95991,CY95991
West,California,Yucaipa,92399,CY92399
West,Colorado,Arvada,80004,CA80004
West,Colorado,Aurora,80013,CA80013
West,Colorado,Boulder,80303,CB80303
West,Colorado,Broomfield,80020,CB80020
West,Colorado,Castle Rock,80104,CC80104
West,Colorado,Colorado Springs,80906,CC80906
West,Colorado,Commerce City,80022,CC80022
West,Colorado,Denver,80219,CD80219
West,Colorado,Durango,81301,CD81301
West,Colorado,Englewood,80112,CE80112
West,Colorado,Fort Collins,80525,CF80525
West,Colorado,Fountain,80817,CF80817
West,Colorado,Grand Junction,81503,CG81503
West,Colorado,Greeley,80634,CG80634
West,Colorado,Highlands Ranch,80126,CH80126
West,Colorado,Lakewood,80232,CL80232
West,Colorado,Littleton,80122,CL80122
West,Colorado,Longmont,80501,CL80501
West,Colorado,Louisville,80027,CL80027
West,Colorado,Loveland,80538,CL80538
West,Colorado,Northglenn,80233,CN80233
West,Colorado,Parker,80134,CP80134
West,Colorado,Pueblo,81001,CP81001
West,Colorado,Pueblo West,81007,CP81007
West,Colorado,Thornton,80229,CT80229
West,Colorado,Westminster,80030,CW80030
West,Colorado,Wheat Ridge,80033,CW80033
West,Idaho,Boise,83701,IB83701
West,Idaho,Boise,83704,IB83704
West,Idaho,Caldwell,83605,IC83605
West,Idaho,Coeur D Alene,83814,IC83814
West,Idaho,Eagle,83616,IE83616
West,Idaho,Idaho Falls,83402,II83402
West,Idaho,Lewiston,83501,IL83501
West,Idaho,Meridian,83642,IM83642
West,Idaho,Moscow,83843,IM83843
West,Idaho,Nampa,83686,IN83686
West,Idaho,Pocatello,83201,IP83201
West,Idaho,Post Falls,83854,IP83854
West,Idaho,Rexburg,83440,IR83440
West,Idaho,Twin Falls,83301,IT83301
West,Montana,Billings,59102,MB59102
West,Montana,Bozeman,59715,MB59715
West,Montana,Butte,59750,MB59750
West,Montana,Great Falls,59405,MG59405
West,Montana,Helena,59601,MH59601
West,Montana,Kalispell,59901,MK59901
West,Montana,Missoula,59801,MM59801
West,Nevada,Carson City,89701,NC89701
West,Nevada,Henderson,89015,NH89015
West,Nevada,Las Vegas,89115,NL89115
West,Nevada,North Las Vegas,89031,NN89031
West,Nevada,Pahrump,89041,NP89041
West,Nevada,Reno,89502,NR89502
West,Nevada,Sparks,89431,NS89431
West,New Mexico,Alamogordo,88310,NA88310
West,New Mexico,Albuquerque,87105,NA87105
West,New Mexico,Carlsbad,88220,NC88220
West,New Mexico,Clovis,88101,NC88101
West,New Mexico,Farmington,87401,NF87401
West,New Mexico,Hobbs,88240,NH88240
West,New Mexico,Las Cruces,88001,NL88001
West,New Mexico,Rio Rancho,87124,NR87124
West,New Mexico,Roswell,88201,NR88201
West,New Mexico,Santa Fe,87505,NS87505
West,Oregon,Albany,97321,OA97321
West,Oregon,Aloha,97007,OA97007
West,Oregon,Beaverton,97005,OB97005
West,Oregon,Bend,97701,OB97701
West,Oregon,Coos Bay,97420,OC97420
West,Oregon,Corvallis,97330,OC97330
West,Oregon,Eugene,97405,OE97405
West,Oregon,Grants Pass,97526,OG97526
West,Oregon,Gresham,97030,OG97030
West,Oregon,Hillsboro,97123,OH97123
West,Oregon,Keizer,97303,OK97303
West,Oregon,Klamath Falls,97601,OK97601
West,Oregon,Lake Oswego,97035,OL97035
West,Oregon,Mcminnville,97128,OM97128
West,Oregon,Medford,97504,OM97504
West,Oregon,Oregon City,97045,OO97045
West,Oregon,Pendleton,97801,OP97801
West,Oregon,Portland,97206,OP97206
West,Oregon,Redmond,97756,OR97756
West,Oregon,Salem,97301,OS97301
West,Oregon,Springfield,97477,OS97477
West,Oregon,Tigard,97224,OT97224
West,Oregon,Troutdale,97060,OT97060
West,Oregon,Tualatin,97062,OT97062
West,Oregon,West Linn,97068,OW97068
West,Oregon,Woodburn,97071,OW97071
West,Utah,American Fork,84003,UA84003
West,Utah,Bountiful,84010,UB84010
West,Utah,Clearfield,84015,UC84015
West,Utah,Draper,84020,UD84020
West,Utah,Holladay,84117,UH84117
West,Utah,Kaysville,84037,UK84037
West,Utah,Kearns,84118,UK84118
West,Utah,Layton,84041,UL84041
West,Utah,Lehi,84043,UL84043
West,Utah,Logan,84321,UL84321
West,Utah,Magna,84044,UM84044
West,Utah,Midvale,84047,UM84047
West,Utah,Murray,84107,UM84107
West,Utah,Ogden,84404,UO84404
West,Utah,Orem,84057,UO84057
West,Utah,Pleasant Grove,84062,UP84062
West,Utah,Provo,84604,UP84604
West,Utah,Roy,84067,UR84067
West,Utah,Salt Lake City,84106,US84106
West,Utah,Spanish Fork,84660,US84660
West,Utah,Springville,84663,US84663
West,Utah,Tooele,84074,UT84074
West,Utah,West Jordan,84084,UW84084
West,Utah,West Valley City,84120,UW84120
West,Washington,Anacortes,98221,WA98221
West,Washington,Auburn,98002,WA98002
West,Washington,Bellevue,98006,WB98006
West,Washington,Bellingham,98226,WB98226
West,Washington,Bothell,98011,WB98011
West,Washington,Bremerton,98310,WB98310
West,Washington,Burien,98146,WB98146
West,Washington,Cottage Lake,98072,WC98072
West,Washington,Covington,98042,WC98042
West,Washington,Des Moines,98198,WD98198
West,Washington,Edmonds,98026,WE98026
West,Washington,Elk Plain,98387,WE98387
West,Washington,Everett,98208,WE98208
West,Washington,Federal Way,98023,WF98023
West,Washington,Issaquah,98027,WI98027
West,Washington,Kennewick,99336,WK99336
West,Washington,Kent,98031,WK98031
West,Washington,Kirkland,98034,WK98034
West,Washington,Lacey,98503,WL98503
West,Washington,Longview,98632,WL98632
West,Washington,Lynnwood,98037,WL98037
West,Washington,Marysville,98270,WM98270
West,Washington,Mount Vernon,98273,WM98273
West,Washington,Olympia,98502,WO98502
West,Washington,Parkland,98444,WP98444
West,Washington,Pasco,99301,WP99301
West,Washington,Pullman,99163,WP99163
West,Washington,Puyallup,98373,WP98373
West,Washington,Redmond,98052,WR98052
West,Washington,Renton,98059,WR98059
West,Washington,Richland,99352,WR99352
West,Washington,Seatac,98158,WS98158
West,Washington,Seattle,98103,WS98103
West,Washington,Seattle,98105,WS98105
West,Washington,Seattle,98107,WS98107
West,Washington,Seattle,98115,WS98115
West,Washington,Seattle,98119,WS98119
West,Washington,Seattle,98144,WS98144
West,Washington,Spanaway,98387,WS98387
West,Washington,Spokane,99207,WS99207
West,Washington,Tacoma,98408,WT98408
West,Washington,Vancouver,98661,WV98661
West,Washington,Walla Walla,99362,WW99362
West,Washington,Wenatchee,98801,WW98801
West,Washington,Yakima,98902,WY98902
West,Wyoming,Casper,82604,WC82604
West,Wyoming,Cheyenne,82001,WC82001
West,Wyoming,Gillette,82716,WG82716
West,Wyoming,Laramie,82070,WL82070
West,Wyoming,Rock Springs,82901,WR82901
